ds,y,kpx_demand_mwh,hour,minute,weekday,month,season,is_weekend,date_str,is_holiday,is_peak_hour,hour_sin,hour_cos,lag_1h,lag_24h,rolling_mean_3h
2023-01-03 15:00:00,9.283833333333334,55703.0,15,0,1,1,2,0,2023-01-03,0,0,-0.7071067811865471,-0.7071067811865479,9.065166666666666,9.104833333333334,9.613999999999999
2023-01-03 16:00:00,8.897333333333332,53384.0,16,0,1,1,2,0,2023-01-03,0,0,-0.8660254037844385,-0.5000000000000004,9.283833333333334,9.5125,9.08211111111111
2023-01-03 17:00:00,11.093833333333333,66563.0,17,0,1,1,2,0,2023-01-03,0,1,-0.9659258262890683,-0.25881904510252063,8.897333333333332,10.379,9.758333333333333
2023-01-03 18:00:00,10.692166666666667,64153.0,18,0,1,1,2,0,2023-01-03,0,1,-1.0,-1.8369701987210297e-16,11.093833333333333,10.455333333333334,10.227777777777778
2023-01-03 19:00:00,10.452,62712.0,19,0,1,1,2,0,2023-01-03,0,1,-0.9659258262890684,0.2588190451025203,10.692166666666667,10.556833333333334,10.746
2023-01-03 20:00:00,10.454333333333333,62726.0,20,0,1,1,2,0,2023-01-03,0,1,-0.8660254037844386,0.5000000000000001,10.452,10.206,10.532833333333333
2023-01-03 21:00:00,10.447666666666667,62686.0,21,0,1,1,2,0,2023-01-03,0,1,-0.7071067811865477,0.7071067811865474,10.454333333333333,10.704666666666666,10.451333333333332
2023-01-03 22:00:00,9.291166666666667,55747.0,22,0,1,1,2,0,2023-01-03,0,0,-0.5000000000000004,0.8660254037844384,10.447666666666667,8.8665,10.06438888888889
2023-01-03 23:00:00,8.984499999999999,53907.0,23,0,1,1,2,0,2023-01-03,0,0,-0.25881904510252157,0.9659258262890681,9.291166666666667,9.149666666666667,9.574444444444444
2023-01-04 00:00:00,8.2585,49551.0,0,0,2,1,2,0,2023-01-04,0,0,0.0,1.0,8.984499999999999,8.127333333333333,8.844722222222222
2023-01-04 01:00:00,8.454666666666666,50728.0,1,0,2,1,2,0,2023-01-04,0,0,0.25881904510252074,0.9659258262890683,8.2585,7.618166666666666,8.565888888888887
2023-01-04 02:00:00,7.573333333333333,45440.0,2,0,2,1,2,0,2023-01-04,0,0,0.49999999999999994,0.8660254037844387,8.454666666666666,8.079833333333333,8.0955
2023-01-04 03:00:00,7.967,47802.0,3,0,2,1,2,0,2023-01-04,0,0,0.7071067811865476,0.7071067811865476,7.573333333333333,8.034666666666666,7.998333333333332
2023-01-04 04:00:00,8.189166666666667,49135.0,4,0,2,1,2,0,2023-01-04,0,0,0.8660254037844386,0.5000000000000001,7.967,7.957166666666667,7.909833333333334
2023-01-04 05:00:00,8.419333333333332,50516.0,5,0,2,1,2,0,2023-01-04,0,0,0.9659258262890683,0.25881904510252074,8.189166666666667,8.112666666666666,8.191833333333333
2023-01-04 06:00:00,7.970666666666666,47824.0,6,0,2,1,2,0,2023-01-04,0,0,1.0,6.123233995736766e-17,8.419333333333332,8.552333333333333,8.193055555555555
2023-01-04 07:00:00,9.866833333333332,59201.0,7,0,2,1,2,0,2023-01-04,0,0,0.9659258262890683,-0.25881904510252063,7.970666666666666,9.655999999999999,8.752277777777778
2023-01-04 08:00:00,9.708666666666666,58252.0,8,0,2,1,2,0,2023-01-04,0,0,0.8660254037844387,-0.4999999999999998,9.866833333333332,9.644499999999999,9.182055555555555
2023-01-04 09:00:00,9.6325,57795.0,9,0,2,1,2,0,2023-01-04,0,0,0.7071067811865476,-0.7071067811865475,9.708666666666666,10.000499999999999,9.735999999999999
2023-01-04 10:00:00,9.193333333333333,55160.0,10,0,2,1,2,0,2023-01-04,0,0,0.49999999999999994,-0.8660254037844387,9.6325,9.085166666666666,9.5115
2023-01-04 11:00:00,10.3445,62067.0,11,0,2,1,2,0,2023-01-04,0,1,0.258819045102521,-0.9659258262890682,9.193333333333333,9.978833333333332,9.723444444444445
2023-01-04 12:00:00,10.312833333333334,61877.0,12,0,2,1,2,0,2023-01-04,0,1,1.2246467991473532e-16,-1.0,10.3445,10.3905,9.950222222222223
2023-01-04 13:00:00,10.595666666666666,63574.0,13,0,2,1,2,0,2023-01-04,0,1,-0.2588190451025208,-0.9659258262890683,10.312833333333334,10.493,10.417666666666667
2023-01-04 14:00:00,9.44,56640.0,14,0,2,1,2,0,2023-01-04,0,0,-0.4999999999999997,-0.8660254037844388,10.595666666666666,9.065166666666666,10.116166666666667
2023-01-04 15:00:00,9.112666666666666,54676.0,15,0,2,1,2,0,2023-01-04,0,0,-0.7071067811865471,-0.7071067811865479,9.44,9.283833333333334,9.71611111111111
2023-01-04 16:00:00,9.219,55314.0,16,0,2,1,2,0,2023-01-04,0,0,-0.8660254037844385,-0.5000000000000004,9.112666666666666,8.897333333333332,9.257222222222223
2023-01-04 17:00:00,10.5845,63507.0,17,0,2,1,2,0,2023-01-04,0,1,-0.9659258262890683,-0.25881904510252063,9.219,11.093833333333333,9.638722222222222
2023-01-04 18:00:00,10.903833333333333,65423.0,18,0,2,1,2,0,2023-01-04,0,1,-1.0,-1.8369701987210297e-16,10.5845,10.692166666666667,10.235777777777777
2023-01-04 19:00:00,10.030166666666666,60181.0,19,0,2,1,2,0,2023-01-04,0,1,-0.9659258262890684,0.2588190451025203,10.903833333333333,10.452,10.506166666666665
2023-01-04 20:00:00,10.825666666666667,64954.0,20,0,2,1,2,0,2023-01-04,0,1,-0.8660254037844386,0.5000000000000001,10.030166666666666,10.454333333333333,10.586555555555556
2023-01-04 21:00:00,10.669166666666666,64015.0,21,0,2,1,2,0,2023-01-04,0,1,-0.7071067811865477,0.7071067811865474,10.825666666666667,10.447666666666667,10.508333333333333
2023-01-04 22:00:00,9.551833333333333,57311.0,22,0,2,1,2,0,2023-01-04,0,0,-0.5000000000000004,0.8660254037844384,10.669166666666666,9.291166666666667,10.348888888888888
2023-01-04 23:00:00,8.864666666666666,53188.0,23,0,2,1,2,0,2023-01-04,0,0,-0.25881904510252157,0.9659258262890681,9.551833333333333,8.984499999999999,9.69522222222222
2023-01-05 00:00:00,7.935333333333333,47612.0,0,0,3,1,2,0,2023-01-05,0,0,0.0,1.0,8.864666666666666,8.2585,8.783944444444446
2023-01-05 01:00:00,7.875666666666667,47254.0,1,0,3,1,2,0,2023-01-05,0,0,0.25881904510252074,0.9659258262890683,7.935333333333333,8.454666666666666,8.225222222222222
2023-01-05 02:00:00,8.078166666666666,48469.0,2,0,3,1,2,0,2023-01-05,0,0,0.49999999999999994,0.8660254037844387,7.875666666666667,7.573333333333333,7.963055555555556
2023-01-05 03:00:00,8.353,50118.0,3,0,3,1,2,0,2023-01-05,0,0,0.7071067811865476,0.7071067811865476,8.078166666666666,7.967,8.102277777777777
2023-01-05 04:00:00,7.871833333333333,47231.0,4,0,3,1,2,0,2023-01-05,0,0,0.8660254037844386,0.5000000000000001,8.353,8.189166666666667,8.100999999999999
2023-01-05 05:00:00,8.6805,52083.0,5,0,3,1,2,0,2023-01-05,0,0,0.9659258262890683,0.25881904510252074,7.871833333333333,8.419333333333332,8.301777777777778
2023-01-05 06:00:00,8.295166666666667,49771.0,6,0,3,1,2,0,2023-01-05,0,0,1.0,6.123233995736766e-17,8.6805,7.970666666666666,8.2825
2023-01-05 07:00:00,10.469,62814.0,7,0,3,1,2,0,2023-01-05,0,0,0.9659258262890683,-0.25881904510252063,8.295166666666667,9.866833333333332,9.148222222222223
2023-01-05 08:00:00,9.824833333333332,58949.0,8,0,3,1,2,0,2023-01-05,0,0,0.8660254037844387,-0.4999999999999998,10.469,9.708666666666666,9.529666666666666
2023-01-05 09:00:00,9.841833333333334,59051.0,9,0,3,1,2,0,2023-01-05,0,0,0.7071067811865476,-0.7071067811865475,9.824833333333332,9.6325,10.045222222222222
2023-01-05 10:00:00,9.198333333333332,55190.0,10,0,3,1,2,0,2023-01-05,0,0,0.49999999999999994,-0.8660254037844387,9.841833333333334,9.193333333333333,9.621666666666664
2023-01-05 11:00:00,10.181166666666666,61087.0,11,0,3,1,2,0,2023-01-05,0,1,0.258819045102521,-0.9659258262890682,9.198333333333332,10.3445,9.740444444444444
2023-01-05 12:00:00,9.810166666666666,58861.0,12,0,3,1,2,0,2023-01-05,0,1,1.2246467991473532e-16,-1.0,10.181166666666666,10.312833333333334,9.729888888888889
2023-01-05 13:00:00,10.363833333333332,62183.0,13,0,3,1,2,0,2023-01-05,0,1,-0.2588190451025208,-0.9659258262890683,9.810166666666666,10.595666666666666,10.118388888888887
2023-01-05 14:00:00,9.481,56886.0,14,0,3,1,2,0,2023-01-05,0,0,-0.4999999999999997,-0.8660254037844388,10.363833333333332,9.44,9.885
2023-01-05 15:00:00,9.782499999999999,58695.0,15,0,3,1,2,0,2023-01-05,0,0,-0.7071067811865471,-0.7071067811865479,9.481,9.112666666666666,9.875777777777778
2023-01-05 16:00:00,9.082333333333333,54494.0,16,0,3,1,2,0,2023-01-05,0,0,-0.8660254037844385,-0.5000000000000004,9.782499999999999,9.219,9.448611111111111
2023-01-05 17:00:00,10.4995,62997.0,17,0,3,1,2,0,2023-01-05,0,1,-0.9659258262890683,-0.25881904510252063,9.082333333333333,10.5845,9.788111111111109
2023-01-05 18:00:00,10.517666666666667,63106.0,18,0,3,1,2,0,2023-01-05,0,1,-1.0,-1.8369701987210297e-16,10.4995,10.903833333333333,10.033166666666666
2023-01-05 19:00:00,10.384,62304.0,19,0,3,1,2,0,2023-01-05,0,1,-0.9659258262890684,0.2588190451025203,10.517666666666667,10.030166666666666,10.467055555555556
2023-01-05 20:00:00,10.788499999999999,64731.0,20,0,3,1,2,0,2023-01-05,0,1,-0.8660254037844386,0.5000000000000001,10.384,10.825666666666667,10.56338888888889
2023-01-05 21:00:00,10.8955,65373.0,21,0,3,1,2,0,2023-01-05,0,1,-0.7071067811865477,0.7071067811865474,10.788499999999999,10.669166666666666,10.689333333333332
2023-01-05 22:00:00,9.017833333333334,54107.0,22,0,3,1,2,0,2023-01-05,0,0,-0.5000000000000004,0.8660254037844384,10.8955,9.551833333333333,10.233944444444445
2023-01-05 23:00:00,9.394666666666666,56368.0,23,0,3,1,2,0,2023-01-05,0,0,-0.25881904510252157,0.9659258262890681,9.017833333333334,8.864666666666666,9.769333333333334
2023-01-06 00:00:00,8.299833333333334,49799.0,0,0,4,1,2,0,2023-01-06,0,0,0.0,1.0,9.394666666666666,7.935333333333333,8.904111111111112
2023-01-06 01:00:00,7.965333333333333,47792.0,1,0,4,1,2,0,2023-01-06,0,0,0.25881904510252074,0.9659258262890683,8.299833333333334,7.875666666666667,8.553277777777778
2023-01-06 02:00:00,8.408999999999999,50454.0,2,0,4,1,2,0,2023-01-06,0,0,0.49999999999999994,0.8660254037844387,7.965333333333333,8.078166666666666,8.224722222222221
2023-01-06 03:00:00,8.181333333333333,49088.0,3,0,4,1,2,0,2023-01-06,0,0,0.7071067811865476,0.7071067811865476,8.408999999999999,8.353,8.185222222222222
2023-01-06 04:00:00,8.367666666666667,50206.0,4,0,4,1,2,0,2023-01-06,0,0,0.8660254037844386,0.5000000000000001,8.181333333333333,7.871833333333333,8.319333333333333
2023-01-06 05:00:00,8.371166666666666,50227.0,5,0,4,1,2,0,2023-01-06,0,0,0.9659258262890683,0.25881904510252074,8.367666666666667,8.6805,8.306722222222222
2023-01-06 06:00:00,7.900166666666666,47401.0,6,0,4,1,2,0,2023-01-06,0,0,1.0,6.123233995736766e-17,8.371166666666666,8.295166666666667,8.213
2023-01-06 07:00:00,10.161999999999999,60972.0,7,0,4,1,2,0,2023-01-06,0,0,0.9659258262890683,-0.25881904510252063,7.900166666666666,10.469,8.81111111111111
2023-01-06 08:00:00,9.779666666666666,58678.0,8,0,4,1,2,0,2023-01-06,0,0,0.8660254037844387,-0.4999999999999998,10.161999999999999,9.824833333333332,9.280611111111108
2023-01-06 09:00:00,10.295,61770.0,9,0,4,1,2,0,2023-01-06,0,0,0.7071067811865476,-0.7071067811865475,9.779666666666666,9.841833333333334,10.078888888888889
2023-01-06 10:00:00,9.225333333333333,55352.0,10,0,4,1,2,0,2023-01-06,0,0,0.49999999999999994,-0.8660254037844387,10.295,9.198333333333332,9.766666666666666
2023-01-06 11:00:00,9.902,59412.0,11,0,4,1,2,0,2023-01-06,0,1,0.258819045102521,-0.9659258262890682,9.225333333333333,10.181166666666666,9.807444444444444
2023-01-06 12:00:00,10.251833333333334,61511.0,12,0,4,1,2,0,2023-01-06,0,1,1.2246467991473532e-16,-1.0,9.902,9.810166666666666,9.793055555555556
2023-01-06 13:00:00,10.107,60642.0,13,0,4,1,2,0,2023-01-06,0,1,-0.2588190451025208,-0.9659258262890683,10.251833333333334,10.363833333333332,10.086944444444443
2023-01-06 14:00:00,9.567666666666666,57406.0,14,0,4,1,2,0,2023-01-06,0,0,-0.4999999999999997,-0.8660254037844388,10.107,9.481,9.975499999999998
2023-01-06 15:00:00,9.206999999999999,55242.0,15,0,4,1,2,0,2023-01-06,0,0,-0.7071067811865471,-0.7071067811865479,9.567666666666666,9.782499999999999,9.62722222222222
2023-01-06 16:00:00,8.855833333333333,53135.0,16,0,4,1,2,0,2023-01-06,0,0,-0.8660254037844385,-0.5000000000000004,9.206999999999999,9.082333333333333,9.210166666666666
2023-01-06 17:00:00,10.821166666666667,64927.0,17,0,4,1,2,0,2023-01-06,0,1,-0.9659258262890683,-0.25881904510252063,8.855833333333333,10.4995,9.627999999999998
2023-01-06 18:00:00,10.308166666666667,61849.0,18,0,4,1,2,0,2023-01-06,0,1,-1.0,-1.8369701987210297e-16,10.821166666666667,10.517666666666667,9.995055555555554
2023-01-06 19:00:00,10.417333333333334,62504.0,19,0,4,1,2,0,2023-01-06,0,1,-0.9659258262890684,0.2588190451025203,10.308166666666667,10.384,10.515555555555556
2023-01-06 20:00:00,10.496333333333332,62978.0,20,0,4,1,2,0,2023-01-06,0,1,-0.8660254037844386,0.5000000000000001,10.417333333333334,10.788499999999999,10.407277777777777
2023-01-06 21:00:00,10.326833333333333,61961.0,21,0,4,1,2,0,2023-01-06,0,1,-0.7071067811865477,0.7071067811865474,10.496333333333332,10.8955,10.413499999999999
2023-01-06 22:00:00,8.790833333333333,52745.0,22,0,4,1,2,0,2023-01-06,0,0,-0.5000000000000004,0.8660254037844384,10.326833333333333,9.017833333333334,9.871333333333332
2023-01-06 23:00:00,9.004999999999999,54030.0,23,0,4,1,2,0,2023-01-06,0,0,-0.25881904510252157,0.9659258262890681,8.790833333333333,9.394666666666666,9.374222222222222
2023-01-07 00:00:00,6.666666666666666,40000.0,0,0,5,1,2,1,2023-01-07,0,0,0.0,1.0,9.004999999999999,8.299833333333334,8.154166666666667
2023-01-07 01:00:00,6.666666666666666,40000.0,1,0,5,1,2,1,2023-01-07,0,0,0.25881904510252074,0.9659258262890683,6.666666666666666,7.965333333333333,7.446111111111111
2023-01-07 02:00:00,6.990833333333333,41945.0,2,0,5,1,2,1,2023-01-07,0,0,0.49999999999999994,0.8660254037844387,6.666666666666666,8.408999999999999,6.774722222222221
2023-01-07 03:00:00,6.971,41826.0,3,0,5,1,2,1,2023-01-07,0,0,0.7071067811865476,0.7071067811865476,6.990833333333333,8.181333333333333,6.876166666666666
2023-01-07 04:00:00,6.666666666666666,40000.0,4,0,5,1,2,1,2023-01-07,0,0,0.8660254037844386,0.5000000000000001,6.971,8.367666666666667,6.876166666666666
2023-01-07 05:00:00,6.725333333333333,40352.0,5,0,5,1,2,1,2023-01-07,0,0,0.9659258262890683,0.25881904510252074,6.666666666666666,8.371166666666666,6.7876666666666665
2023-01-07 06:00:00,7.1898333333333335,43139.0,6,0,5,1,2,1,2023-01-07,0,0,1.0,6.123233995736766e-17,6.725333333333333,7.900166666666666,6.860611111111111
2023-01-07 07:00:00,8.449666666666666,50698.0,7,0,5,1,2,1,2023-01-07,0,0,0.9659258262890683,-0.25881904510252063,7.1898333333333335,10.161999999999999,7.454944444444443
2023-01-07 08:00:00,8.359666666666666,50158.0,8,0,5,1,2,1,2023-01-07,0,0,0.8660254037844387,-0.4999999999999998,8.449666666666666,9.779666666666666,7.999722222222221
2023-01-07 09:00:00,8.4565,50739.0,9,0,5,1,2,1,2023-01-07,0,0,0.7071067811865476,-0.7071067811865475,8.359666666666666,10.295,8.421944444444444
2023-01-07 10:00:00,7.535,45210.0,10,0,5,1,2,1,2023-01-07,0,0,0.49999999999999994,-0.8660254037844387,8.4565,9.225333333333333,8.117055555555554
2023-01-07 11:00:00,8.9885,53931.0,11,0,5,1,2,1,2023-01-07,0,1,0.258819045102521,-0.9659258262890682,7.535,9.902,8.326666666666666
2023-01-07 12:00:00,8.772333333333332,52634.0,12,0,5,1,2,1,2023-01-07,0,1,1.2246467991473532e-16,-1.0,8.9885,10.251833333333334,8.431944444444444
2023-01-07 13:00:00,8.8535,53121.0,13,0,5,1,2,1,2023-01-07,0,1,-0.2588190451025208,-0.9659258262890683,8.772333333333332,10.107,8.871444444444444
2023-01-07 14:00:00,8.0715,48429.0,14,0,5,1,2,1,2023-01-07,0,0,-0.4999999999999997,-0.8660254037844388,8.8535,9.567666666666666,8.565777777777777
2023-01-07 15:00:00,7.7941666666666665,46765.0,15,0,5,1,2,1,2023-01-07,0,0,-0.7071067811865471,-0.7071067811865479,8.0715,9.206999999999999,8.239722222222222
2023-01-07 16:00:00,7.945833333333333,47675.0,16,0,5,1,2,1,2023-01-07,0,0,-0.8660254037844385,-0.5000000000000004,7.7941666666666665,8.855833333333333,7.937166666666666
2023-01-07 17:00:00,8.823666666666666,52942.0,17,0,5,1,2,1,2023-01-07,0,1,-0.9659258262890683,-0.25881904510252063,7.945833333333333,10.821166666666667,8.187888888888889
2023-01-07 18:00:00,8.715,52290.0,18,0,5,1,2,1,2023-01-07,0,1,-1.0,-1.8369701987210297e-16,8.823666666666666,10.308166666666667,8.494833333333334
2023-01-07 19:00:00,9.126666666666667,54760.0,19,0,5,1,2,1,2023-01-07,0,1,-0.9659258262890684,0.2588190451025203,8.715,10.417333333333334,8.888444444444445
2023-01-07 20:00:00,9.225999999999999,55356.0,20,0,5,1,2,1,2023-01-07,0,1,-0.8660254037844386,0.5000000000000001,9.126666666666667,10.496333333333332,9.022555555555556
2023-01-07 21:00:00,9.524166666666666,57145.0,21,0,5,1,2,1,2023-01-07,0,1,-0.7071067811865477,0.7071067811865474,9.225999999999999,10.326833333333333,9.292277777777777
2023-01-07 22:00:00,8.081666666666667,48490.0,22,0,5,1,2,1,2023-01-07,0,0,-0.5000000000000004,0.8660254037844384,9.524166666666666,8.790833333333333,8.943944444444446
2023-01-07 23:00:00,7.576666666666666,45460.0,23,0,5,1,2,1,2023-01-07,0,0,-0.25881904510252157,0.9659258262890681,8.081666666666667,9.004999999999999,8.394166666666667
2023-01-08 00:00:00,6.761166666666666,40567.0,0,0,6,1,2,1,2023-01-08,0,0,0.0,1.0,7.576666666666666,6.666666666666666,7.473166666666667
2023-01-08 01:00:00,6.666666666666666,40000.0,1,0,6,1,2,1,2023-01-08,0,0,0.25881904510252074,0.9659258262890683,6.761166666666666,6.666666666666666,7.0015
2023-01-08 02:00:00,6.805,40830.0,2,0,6,1,2,1,2023-01-08,0,0,0.49999999999999994,0.8660254037844387,6.666666666666666,6.990833333333333,6.744277777777778
2023-01-08 03:00:00,6.666666666666666,40000.0,3,0,6,1,2,1,2023-01-08,0,0,0.7071067811865476,0.7071067811865476,6.805,6.971,6.712777777777777
2023-01-08 04:00:00,6.666666666666666,40000.0,4,0,6,1,2,1,2023-01-08,0,0,0.8660254037844386,0.5000000000000001,6.666666666666666,6.666666666666666,6.712777777777777
2023-01-08 05:00:00,6.666666666666666,40000.0,5,0,6,1,2,1,2023-01-08,0,0,0.9659258262890683,0.25881904510252074,6.666666666666666,6.725333333333333,6.666666666666666
2023-01-08 06:00:00,7.317166666666666,43903.0,6,0,6,1,2,1,2023-01-08,0,0,1.0,6.123233995736766e-17,6.666666666666666,7.1898333333333335,6.883499999999999
2023-01-08 07:00:00,8.551833333333333,51311.0,7,0,6,1,2,1,2023-01-08,0,0,0.9659258262890683,-0.25881904510252063,7.317166666666666,8.449666666666666,7.511888888888888
2023-01-08 08:00:00,8.512166666666666,51073.0,8,0,6,1,2,1,2023-01-08,0,0,0.8660254037844387,-0.4999999999999998,8.551833333333333,8.359666666666666,8.127055555555556
2023-01-08 09:00:00,8.6645,51987.0,9,0,6,1,2,1,2023-01-08,0,0,0.7071067811865476,-0.7071067811865475,8.512166666666666,8.4565,8.576166666666667
2023-01-08 10:00:00,7.383166666666666,44299.0,10,0,6,1,2,1,2023-01-08,0,0,0.49999999999999994,-0.8660254037844387,8.6645,7.535,8.18661111111111
